ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,,,,,,,,,StartDate,EndDate,Status
441,FR-R92B-48,14,LB ,CM ,HL Road Frame - Black 48,Cuadro de carretera GA: negro 48,Cadre de vélo de route HL - noir 48,722.2568,TRUE,Black,500,375,1301.3636,48,48-52 CM,2.16,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
335,BK-R50B-60,2,LB ,CM ,Road-650 Black 60,Carretera: 650 negra 60,Vélo de route 650 noir 60,486.7066,TRUE,Black,100,75,782.99,60,60-62 CM,19.9,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
392,FK-5136,10,,,ML Fork,Horquilla GM,Fourche ML,77.9176,TRUE,NA,500,375,175.49,,NA,,1,,105.294,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
466,GL-H102-L,20,,,Half-Finger Gloves L,,,9.7136,TRUE,Black,4,3,23.5481,L,L,,0,S ,14.1289,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
492,FR-T98Y-60,16,LB ,CM ,HL Touring Frame - Yellow 60,Cuadro de paseo GA: amarillo 60,Cadre de vélo de randonnée HL - jaune 60,601.7437,TRUE,Yellow,500,375,1003.91,60,60-62 CM,3.08,1,T ,602.346,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
395,HS-2451,11,,,ML Headset,Dirección GM,Jeu de direction ML,45.4168,TRUE,NA,500,375,102.29,,NA,,1,,61.374,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
459,SB-M891-S,18,,,Men's Bib-Shorts S,,,37.1209,TRUE,Multi,4,3,89.99,S,S,,0,S ,53.994,,M ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
478,BC-M005,28,,,Mountain Bottle Cage,Portabotellas de montaña,Porte-bidon de VTT,3.7363,TRUE,NA,4,3,9.99,,NA,,0,M ,5.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
427,FR-M63B-44,12,LB ,CM ,ML Mountain Frame - Black 44,,,185.8193,TRUE,Black,500,375,348.76,44,42-46 CM,2.81,1,M ,209.256,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
496,FR-T98Y-54,16,LB ,CM ,HL Touring Frame - Yellow 54,Cuadro de paseo GA: amarillo 54,Cadre de vélo de randonnée HL - jaune 54,601.7437,TRUE,Yellow,500,375,1003.91,54,54-58 CM,3.04,1,T ,602.346,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
491,SJ-0194-X,21,,,Short-Sleeve Classic Jersey XL,Jersey clásico de manga corta SG,Maillot manches courtes classique taille XL,41.5723,TRUE,Yellow,4,3,53.99,XL,XL,,0,S ,32.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
547,PD-R853,13,G  ,,HL Road Pedal,Pedal de carretera GA,Pédale de vélo de route HL,35.9596,TRUE,Silver/Black,500,375,80.99,,NA,149,1,R ,48.594,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
437,FR-R92B-62,14,LB ,CM ,HL Road Frame - Black 62,Cuadro de carretera GA: negro 62,Cadre de vélo de route HL - noir 62,722.2568,TRUE,Black,500,375,1301.3636,62,60-62 CM,2.3,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
353,BK-M68S-38,1,LB ,CM ,Mountain-200 Silver 38,Montaña: 200 plateada 38,VTT 200 argent 38,1265.6195,TRUE,Silver,100,75,2319.99,38,38-40 CM,23.35,4,M ,1391.994,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
399,HB-M763,4,,,ML Mountain Handlebars,,,24.9932,TRUE,NA,500,375,56.2909,,NA,,1,M ,33.7745,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
465,GL-H102-M,20,,,Half-Finger Gloves M,,,9.1593,TRUE,Black,4,3,24.49,M,M,,0,S ,14.694,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
484,CL-9009,29,,,Bike Wash - Dissolver,Lavado de bicicletas: disolvente,Entretien du vélo - dissolvant,2.9733,TRUE,NA,4,3,7.95,,NA,,0,S ,4.77,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
420,RW-M762,17,,,ML Mountain Rear Wheel,,,104.7951,TRUE,Black,500,375,236.025,,NA,,1,M ,141.615,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
486,ST-1401,27,,,All-Purpose Bike Stand,Soporte multiusos para bicicletas,Range-vélo pour tous modèles,59.466,TRUE,NA,4,3,159,,NA,,0,M ,95.4,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
396,HS-3479,11,,,HL Headset,Dirección GA,Jeu de direction HL,55.3801,TRUE,NA,500,375,124.73,,NA,,1,,74.838,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
429,FR-R72Y-40,14,LB ,CM ,ML Road Frame-W - Yellow 40,Cuadro de carretera para mujer GM: amarillo 40,Cadre de route ML -W - jaune 40,300.1188,TRUE,Yellow,500,375,540.7545,40,38-40 CM,2.22,1,R ,324.4527,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
468,GL-F110-S,20,,,Full-Finger Gloves S,Guantes completos P,Gants longs taille S,15.6709,TRUE,Black,4,3,37.99,S,S,,0,M ,22.794,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
489,SJ-0194-M,21,,,Short-Sleeve Classic Jersey M,Jersey clásico de manga corta M,Maillot manches courtes classique taille M,41.5723,TRUE,Yellow,4,3,53.99,M,M,,0,S ,32.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
456,TG-W091-S,24,,,Women's Tights S,Mallas para mujer P,Collants pour femmes taille S,30.9334,TRUE,Black,4,3,74.99,S,S,,0,S ,44.994,,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
442,FR-R92B-48,14,LB ,CM ,HL Road Frame - Black 48,Cuadro de carretera GA: negro 48,Cadre de vélo de route HL - noir 48,868.6342,TRUE,Black,500,375,1431.5,48,48-52 CM,2.16,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
393,FK-9939,10,,,HL Fork,Horquilla GA,Fourche HL,101.8936,TRUE,NA,500,375,229.49,,NA,,1,,137.694,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
490,SJ-0194-L,21,,,Short-Sleeve Classic Jersey L,Jersey clásico de manga corta G,Maillot manches courtes classique taille L,41.5723,TRUE,Yellow,4,3,53.99,L,L,,0,S ,32.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
347,BK-M82S-48,1,LB ,CM ,Mountain-100 Silver 48,Montaña: 100 plateada 48,VTT 100 argent 48,1912.1544,TRUE,Silver,100,75,3399.99,48,48-52 CM,21.42,4,M ,2039.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
480,PK-7098,37,,,Patch Kit/8 Patches,,,0.8565,TRUE,NA,4,3,2.29,,NA,,0,S ,1.374,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
444,FR-R92B-52,14,LB ,CM ,HL Road Frame - Black 52,Cuadro de carretera GA: negro 52,Cadre de vélo de route HL - noir 52,868.6342,TRUE,Black,500,375,1431.5,52,48-52 CM,2.2,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
436,FR-R72Y-48,14,LB ,CM ,ML Road Frame-W - Yellow 48,Cuadro de carretera para mujer GM: amarillo 48,Cadre de route ML -W - jaune 48,360.9428,TRUE,Yellow,500,375,594.83,48,48-52 CM,2.34,1,R ,356.898,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
419,RW-M423,17,,,LL Mountain Rear Wheel,,,38.9588,TRUE,Black,500,375,87.745,,NA,,1,M ,52.647,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
448,PU-0452,36,,,Minipump,,,8.2459,TRUE,NA,4,3,19.99,,NA,,0,S ,11.994,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
462,GL-H102-S,20,,,Half-Finger Gloves S,,,9.7136,TRUE,Black,4,3,23.5481,S,S,,0,S ,14.1289,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
474,SH-W890-S,22,,,Women's Mountain Shorts S,,,26.1763,TRUE,Black,4,3,69.99,S,S,,0,M ,41.994,,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
